ab_time,gps_speed,acceleration,vehicle_speed,throttle_percentage,brake_percentage,steering_angle,gear_location,drive_mode,speed_KF,acc_KF,accModfiy
20210929:15:07:56.850,15.7572,-0.0992,15.6677,0.35,0.0,0.02,3,自动驾驶,15.957376989831868,-0.039190852689641106,-0.97216
20210929:15:07:56.900,16.5348,-0.059000000000000004,15.6729,0.35,0.0,0.0,3,自动驾驶,16.176202046234586,0.006557742787916557,-0.5782
20210929:15:07:56.953,16.326,-0.0539,15.6777,0.35,0.0,-0.01,3,自动驾驶,16.229002016428794,-0.004730243770845771,-0.52822
20210929:15:07:57.002,16.5312,0.0988,15.6849,0.35,0.0,-0.02,3,自动驾驶,16.363582311845494,0.09116856633527165,0.9682400000000001
20210929:15:07:57.054,15.7464,0.1193,15.697000000000001,0.35,0.0,-0.02,3,自动驾驶,16.142350693391442,0.07002564196948954,1.16914
20210929:15:07:57.104,15.5196,0.09699999999999999,15.708,0.35,0.0,-0.03,3,自动驾驶,15.91372190595819,0.037275085481516354,0.9506
20210929:15:07:57.158,14.6916,0.0014,15.7079,0.35,0.0,-0.02,3,自动驾驶,15.428617042345802,-0.12557469196848348,0.013720000000000001
20210929:15:07:57.201,15.3468,0.0545,15.6904,0.35,0.0,-0.02,3,自动驾驶,15.391977375372614,-0.09533948370790796,0.5341
20210929:15:07:57.251,15.6672,-0.0924,15.6615,0.35,0.0,-0.02,3,自动驾驶,15.479907865211212,-0.10360525504250044,-0.90552
20210929:15:07:57.305,15.7068,0.0939,15.6339,0.35,0.0,-0.01,3,自动驾驶,15.574433886367585,-0.012333385742800893,0.92022
20210929:15:07:57.354,16.3404,-0.1086,15.6174,0.35,0.0,-0.02,3,自动驾驶,15.864066917558269,0.027997542010217584,-1.0642800000000001
20210929:15:07:57.400,15.0372,0.1139,15.6129,0.35,0.0,-0.02,3,自动驾驶,15.55229899052669,-0.018616901414642055,1.11622
20210929:15:07:57.450,15.4512,0.0071,15.6174,0.35,0.0,0.01,3,自动驾驶,15.511143424020757,-0.026380095330837322,0.06958
20210929:15:07:57.503,15.2172,0.0405,15.623,0.35,0.0,0.02,3,自动驾驶,15.396921223984403,-0.03999231837032622,0.39690000000000003
20210929:15:07:57.557,15.9984,0.0046,15.6191,0.35,0.0,0.02,3,自动驾驶,15.63440652629041,0.044902418864746975,0.04508
20210929:15:07:57.602,15.9156,-0.0922,15.61,0.35,0.0,0.03,3,自动驾驶,15.73785041420063,0.02613466143159829,-0.9035600000000001
20210929:15:07:57.649,15.876,-0.0948,15.6018,0.35,0.0,0.02,3,自动驾驶,15.781958796381465,-0.011374704866550837,-0.92904
20210929:15:07:57.699,16.1712,0.0639,15.6014,0.35,0.0,0.02,3,自动驾驶,15.945730198347684,0.07679277380513194,0.62622
20210929:15:07:57.752,16.326,-0.1506,15.6114,0.35,0.0,0.0,3,自动驾驶,16.127608373063577,0.20966707245290436,1.546792773805132
20210929:15:07:57.802,15.624,-0.0532,15.6291,0.35,0.0,-0.02,3,自动驾驶,15.938147097071544,0.09639432081416632,-0.52136
20210929:15:07:57.850,16.7472,-0.0017,15.651,0.35,0.0,-0.03,3,自动驾驶,16.270485340782862,0.19392400407882626,-0.01666
20210929:15:07:57.904,16.2468,-0.1124,15.6753,0.35,0.0,-0.03,3,自动驾驶,16.26301514555023,0.11156754003339248,-1.10152
20210929:15:09:52.953,0.0936,-0.0515,0.0,0.55,0.0,0.0,3,人工驾驶,9.799112010612296,-2.0515620958800005,-0.5047
20210929:15:09:53.057,0.0936,-0.0528,0.0,0.55,0.0,0.0,0,人工驾驶,5.717309632714516,-3.1938079951122678,-0.5815620958800005
20210929:15:09:53.107,0.0936,-0.0371,0.0,0.55,0.0,0.08,0,人工驾驶,3.1446471406326872,-3.7726054485546014,-1.7238079951122678
20210929:15:09:53.149,0.1008,-0.0515,0.0,0.55,0.0,0.08,0,人工驾驶,1.5412827276634726,-3.9986671591137926,-2.3026054485546013
20210929:15:09:53.199,0.0864,-0.0362,0.0,0.55,0.0,0.06,0,自动驾驶,0.5490063595401355,-4.0105605046077555,-2.528667159113793
20210929:15:09:53.260,0.1008,-0.0526,0.0,0.55,0.0,0.04,0,自动驾驶,-0.04193535714293225,-3.889875694013751,-2.5405605046077557
20210929:15:09:53.307,0.07200000000000001,-0.0373,0.0,0.55,0.0,0.02,0,自动驾驶,-0.39501397010387207,-3.6981694101257885,-2.4198756940137507
20210929:15:09:53.351,0.09,-0.0521,0.0,0.55,0.0,0.02,0,自动驾驶,-0.5789740126290247,-3.4622311010799582,-2.2281694101257887
20210929:15:09:53.403,0.0792,-0.0379,0.0,0.55,0.0,0.02,0,自动驾驶,-0.6681953614581322,-3.209117438776362,-1.9922311010799583
20210929:15:09:53.411,0.0792,-0.0379,0.0,0.55,0.0,0.02,0,自动驾驶,-0.6943941204096148,-2.9502658881728925,-1.739117438776362
20210929:15:09:53.450,0.14400000000000002,-0.048,0.0,0.55,0.0,0.02,0,自动驾驶,-0.656239671446272,-2.6855785956619522,-1.4802658881728925
20210929:15:09:53.501,0.07200000000000001,-0.0354,0.0,0.55,0.0,0.02,0,自动驾驶,-0.6335527322736574,-2.44162904425682,-1.2155785956619523
20210929:15:09:53.558,0.07200000000000001,-0.065,0.0,0.55,0.0,0.02,0,自动驾驶,-0.5935906230499879,-2.2064317440318812,-0.9716290442568198
20210929:15:09:53.609,0.0828,-0.0555,0.0,0.55,0.0,0.02,0,自动驾驶,-0.5398884052060066,-1.9806306191853817,-0.7364317440318813
20210929:15:09:53.656,0.1872,-0.0419,0.0,0.55,0.0,0.02,0,自动驾驶,-0.4415210653981664,-1.7535082588407502,-0.5106306191853818
20210929:15:09:53.700,0.10800000000000001,-0.0272,0.0,0.55,0.0,0.02,0,自动驾驶,-0.3896403132965176,-1.555094384849058,-0.28350825884075026
20210929:15:09:53.750,0.0216,-0.0501,0.0,0.55,0.0,0.02,0,自动驾驶,-0.3775694233884482,-1.402938034301759,-0.49098
20210929:15:09:53.807,0.054000000000000006,-0.0567,0.0,0.55,0.0,0.02,0,自动驾驶,-0.34410436809500544,-1.2642056473034347,-0.55566
20210929:15:09:53.857,0.07200000000000001,-0.035,0.0,0.55,0.0,0.02,0,自动驾驶,-0.3007591578871331,-1.1265270066441984,-0.3430000000000001
20210929:15:09:53.900,0.0324,-0.0504,0.0,0.55,0.0,0.02,0,自动驾驶,-0.2799373280914469,-1.0196377599852222,-0.49392
20210929:15:09:53.950,0.0468,-0.0303,0.0,0.55,0.0,0.02,0,自动驾驶,-0.24882151723907256,-0.9109290580288838,-0.29694000000000004
20210929:15:09:54.007,0.0756,-0.0593,0.0,0.55,0.0,0.02,0,自动驾驶,-0.21263574606914193,-0.8277395682499912,-0.58114
20210929:15:09:54.056,0.018000000000000002,-0.0386,0.0,0.55,0.0,0.02,0,自动驾驶,-0.2032243743019379,-0.751946631127536,-0.37828000000000006
20210929:15:09:54.107,0.0864,-0.0497,0.0,0.55,0.0,0.02,1,自动驾驶,-0.1647331724352717,-0.6808312931650122,-0.48706000000000005
20210929:15:09:54.156,0.0324,-0.0486,0.0,0.55,0.0,0.02,1,自动驾驶,-0.15643489174263922,-0.6270304856349669,-0.47628
20210929:15:09:54.206,0.0684,-0.0523,0.0,0.55,0.0,0.02,1,自动驾驶,-0.13256328296843356,-0.57605201967324,-0.51254
20210929:15:09:54.250,0.036000000000000004,-0.0402,0.0,0.55,0.0,0.02,1,自动驾驶,-0.1247027935661517,-0.529778782527617,-0.39396000000000003
20210929:15:09:54.299,0.0792,-0.016,0.0,0.55,0.0,0.02,1,自动驾驶,-0.0949190946262355,-0.46895506808074083,-0.15680000000000002
20210929:15:09:54.356,0.1764,-0.017,0.0,0.55,0.0,0.02,1,自动驾驶,-0.03263549858155551,-0.40478039983507585,-0.16660000000000003
20210929:15:09:54.406,0.1728,-0.044000000000000004,0.0,0.55,0.0,0.02,1,自动驾驶,0.005421909443183529,-0.3697294683468715,-0.4312000000000001
20210929:15:09:54.450,0.0972,-0.0716,0.0,0.55,0.0,0.01,1,自动驾驶,-0.002659706023927892,-0.3680522078188943,-0.70168
20210929:15:09:54.500,0.1044,-0.0683,0.0,0.55,0.0,0.01,1,自动驾驶,-0.003999923789552461,-0.36263923048283375,-0.66934
20210929:15:09:54.556,0.1044,-0.0683,0.0,0.55,0.0,0.01,1,自动驾驶,-0.004298623672152078,-0.35749011882328596,-0.66934
20210929:15:09:54.606,0.10800000000000001,-0.0656,0.0,0.55,0.0,0.01,1,自动驾驶,-0.0021702691247379724,-0.3507223015246938,-0.6428800000000001
20210929:15:09:54.650,0.036000000000000004,-0.0431,0.0,0.55,0.0,0.01,1,自动驾驶,-0.025833158997537034,-0.34153910826854417,-0.42238000000000003
20210929:15:09:54.700,0.0756,-0.0654,0.0,0.55,0.0,0.0,1,自动驾驶,-0.026532166883435914,-0.33738285428103165,-0.64092
20210929:15:09:54.750,0.1476,-0.0162,0.0,0.55,0.0,0.0,1,自动驾驶,0.009283323186387691,-0.29622352246657563,-0.15876
20210929:15:09:54.804,0.126,-0.0296,0.0,0.55,0.0,0.0,1,自动驾驶,0.024059022174114892,-0.273523321234261,-0.29008000000000006
20210929:15:09:54.855,0.018000000000000002,-0.0296,0.0,0.55,0.0,0.0,1,自动驾驶,-0.00814940850494521,-0.26880342586558137,-0.29008000000000006
20210929:15:09:54.902,0.1188,-0.0401,0.0,0.55,0.0,0.0,1,自动驾驶,0.011774857133109197,-0.252917422594687,-0.39298
20210929:15:09:54.951,0.0324,-0.0637,0.0,0.55,0.0,0.0,1,自动驾驶,-0.012723555048313535,-0.26562444889464437,-0.6242600000000001
20210929:15:09:55.006,0.036000000000000004,-0.0591,0.0,0.55,0.0,-0.01,1,自动驾驶,-0.026511509757385022,-0.2710079436457956,-0.57918
20210929:15:09:55.056,0.0324,-0.0616,0.0,0.55,0.0,-0.02,1,自动驾驶,-0.03708580279369092,-0.27602687756648664,-0.6036800000000001
20210929:15:09:55.102,0.0504,-0.0406,0.0,0.55,0.0,-0.03,1,自动驾驶,-0.03369119217734915,-0.26502238328897915,-0.39788
20210929:15:09:55.152,0.1404,-0.0438,0.0,0.55,0.0,-0.02,1,自动驾驶,0.004910265067147187,-0.24533804067802803,-0.42924
20210929:15:09:55.207,0.0504,-0.0368,0.0,0.55,0.0,-0.02,1,自动驾驶,-0.0050809397788979084,-0.2402010611439803,-0.36064
20210929:15:09:55.256,0.126,-0.0335,0.0,0.55,0.0,-0.02,1,自动驾驶,0.020112596586644237,-0.2223695449532483,-0.32830000000000004
20210929:15:09:55.307,0.1152,-0.0326,0.0,0.55,0.0,-0.02,1,自动驾驶,0.032704747811902815,-0.21020942464080883,-0.31948
20210929:15:09:55.352,0.2052,-0.045,0.0,0.55,0.0,-0.02,1,自动驾驶,0.07561473901745899,-0.1958680438696715,-0.441
20210929:15:09:55.401,0.1404,-0.0512,0.0,0.55,0.0,-0.02,1,自动驾驶,0.07589704190911804,-0.2003491882636898,-0.5017600000000001
20210929:15:09:55.458,0.2232,-0.0671,0.0,0.55,0.0,-0.02,1,自动驾驶,0.10648523675387413,-0.2026015537810707,-0.6575800000000002
20210929:15:09:55.507,0.1692,-0.049,0.0,0.55,0.0,-0.02,1,自动驾驶,0.10562589161391862,-0.20556496349734835,-0.48020000000000007
20210929:15:09:55.549,0.1908,-0.0489,0.0,0.55,0.0,-0.02,1,自动驾驶,0.11348672759204503,-0.2052794199010332,-0.47922000000000003
20210929:15:09:55.599,0.1728,-0.03,0.0,0.55,0.0,-0.02,1,自动驾驶,0.11373962222456105,-0.1977414819440616,-0.294
20210929:15:09:55.658,0.2412,-0.0334,0.0,0.55,0.0,-0.02,1,自动驾驶,0.14146460058487625,-0.18378064654903636,-0.32732
20210929:15:09:55.706,0.1044,-0.0374,0.0,0.55,0.0,-0.02,1,自动驾驶,0.10411851810065371,-0.1948354936607984,-0.36652000000000007
20210929:15:09:55.756,0.18,-0.0529,0.0,0.55,0.0,-0.02,1,自动驾驶,0.10869155658367284,-0.19890242565865437,-0.5184200000000001
20210929:15:09:55.806,0.126,-0.0528,0.0,0.55,0.0,-0.02,1,自动驾驶,0.08947289846288616,-0.21027993198543554,-0.51744
20210929:15:09:55.854,0.1332,-0.0527,0.0,0.55,0.0,-0.02,1,自动驾驶,0.0797721817187989,-0.2172042107924957,-0.51646
20210929:15:09:55.900,0.0864,-0.0474,0.0,0.55,0.0,-0.02,1,自动驾驶,0.055346509156916905,-0.22544791236914027,-0.46452
20210929:15:09:55.948,0.1188,-0.0542,0.0,0.55,0.0,-0.02,1,自动驾驶,0.05190390486711663,-0.22939398500419628,-0.53116
20210929:15:09:56.003,0.0972,-0.0372,0.0,0.55,0.0,-0.02,1,自动驾驶,0.04326689291259198,-0.22580438268340958,-0.36456
20210929:15:09:56.053,0.1296,-0.0378,0.0,0.55,0.0,-0.02,1,自动驾驶,0.051291833486940795,-0.2174523671047705,-0.37044000000000005
20210929:15:09:56.099,0.0612,-0.0286,0.0,0.55,0.0,-0.02,1,自动驾驶,0.030849037498542443,-0.2146270524411907,-0.28028000000000003
20210929:15:09:56.148,0.1476,-0.0512,0.0,0.55,0.0,-0.02,1,自动驾驶,0.05016313415169266,-0.2107540605966307,-0.5017600000000001
20210929:15:09:56.203,0.0828,-0.0465,0.0,0.55,0.0,-0.02,1,自动驾驶,0.036871083963704206,-0.21559567566284682,-0.45570000000000005
20210929:15:09:56.258,0.1332,-0.0586,0.0,0.55,0.0,-0.02,1,自动驾驶,0.046866511179052134,-0.21850712661279434,-0.57428
20210929:15:09:56.312,0.0972,-0.0476,0.0,0.55,0.0,-0.02,1,自动驾驶,0.03977054418812741,-0.2210141014231808,-0.46648000000000006
20210929:15:09:56.357,0.1404,-0.0442,0.0,0.55,0.0,-0.02,1,自动驾驶,0.053043510054358256,-0.21478719923568151,-0.43316000000000004
20210929:15:09:56.402,0.1404,-0.0442,0.0,0.55,0.0,-0.02,1,自动驾驶,0.06158947471777717,-0.21081077892642675,-0.43316000000000004
20210929:15:09:56.449,0.0504,-0.028999999999999998,0.0,0.55,0.0,-0.02,1,自动驾驶,0.03327161141717088,-0.21152387772137818,-0.2842
20210929:15:09:56.499,0.0684,-0.0251,0.0,0.55,0.0,-0.02,1,自动驾驶,0.023970817103936653,-0.20388932878371646,-0.24598000000000003
20210929:15:09:56.556,0.0684,-0.0097,0.0,0.55,0.0,-0.02,1,自动驾驶,0.02130968228611792,-0.18695553956536426,-0.09506
20210929:15:09:56.605,0.0972,-0.0238,0.0,0.55,0.0,-0.02,1,自动驾驶,0.030792226322673165,-0.1752269247880108,-0.23324000000000003
20210929:15:09:56.653,0.0972,-0.0238,0.0,0.55,0.0,-0.02,1,自动驾驶,0.037577530466076856,-0.1656978660810366,-0.23324000000000003
20210929:15:09:56.706,0.2556,-0.002,0.0,0.55,0.0,-0.02,1,自动驾驶,0.10901485658658851,-0.12470620345569938,-0.019600000000000003
20210929:15:09:56.755,0.36,0.0114,0.0,0.55,0.0,-0.02,1,自动驾驶,0.19938388850638936,-0.07514666551122984,0.11172000000000001
20210929:15:09:56.806,0.4968,0.0261,0.0,0.55,0.0,-0.02,1,自动驾驶,0.3150576741877714,-0.015211494939269377,0.25578
20210929:15:09:56.855,0.612,0.036000000000000004,0.0,0.55,0.0,-0.03,1,自动驾驶,0.43755779685320684,0.04538081208913211,0.35280000000000006
20210929:15:09:56.909,0.774,0.045,0.0,0.55,0.0,-0.03,1,自动驾驶,0.5828040802657678,0.11132185887850646,0.441
20210929:15:09:56.953,1.0404,0.0539,0.0,0.55,0.0,-0.03,1,自动驾驶,0.7839390685792406,0.19285129262722836,0.52822
20210929:15:09:57.000,1.206,0.0712,0.0,0.55,0.0,-0.02,1,自动驾驶,0.980954747990933,0.27285416539174245,0.69776
20210929:15:09:57.048,1.4616,0.0902,0.121879,0.55,0.0,-0.02,1,自动驾驶,1.2115950985700794,0.36478378338752526,0.8839600000000001
20210929:15:09:57.100,1.5336,0.0688,0.23810900000000002,0.55,0.0,-0.02,1,自动驾驶,1.3843057162575105,0.4163062852344472,0.6742400000000001
20210929:15:09:57.149,1.818,0.077,0.35331599999999996,0.55,0.0,-0.02,1,自动驾驶,1.607672978395755,0.482950053244794,0.7546
20210929:15:09:57.206,1.8396,0.0561,0.457564,0.55,0.0,-0.02,1,自动驾驶,1.7535722346508407,0.5058567503919015,0.54978
20210929:15:09:57.256,2.16,0.0333,0.5649,0.55,0.0,-0.02,1,自动驾驶,1.9681347843368127,0.536957413269408,0.3263400000000001
20210929:15:09:57.310,2.1959999999999997,0.0454,0.678004,0.55,0.0,-0.02,1,自动驾驶,2.1159197521332,0.5488972203617459,0.44492000000000004
20210929:15:09:57.358,2.4696,0.0481,0.797814,0.55,0.0,-0.02,1,自动驾驶,2.3155262531773873,0.5779259206677239,0.47138
20210929:15:09:57.401,2.4696,0.0481,0.923691,0.55,0.0,-0.02,1,自动驾驶,2.4380112158880918,0.5783628416277746,0.47138
20210929:15:09:57.450,2.79,0.0554,1.05506,0.55,0.0,-0.02,1,自动驾驶,2.640739014385899,0.6088969715987091,0.5429200000000001
20210929:15:09:57.504,2.79,0.0554,1.20031,0.55,0.0,-0.02,1,自动驾驶,2.7652375014738495,0.6103067536287837,0.5429200000000001
20210929:15:09:57.556,3.0276,0.043,1.33175,0.55,0.0,-0.02,1,自动驾驶,2.9333255384535915,0.6194624824490995,0.4214
20210929:15:09:57.606,3.0276,0.043,1.46369,0.55,0.0,-0.02,1,自动驾驶,3.035041948862882,0.6057839532822927,0.4214
20210929:15:09:57.649,3.2652,0.0249,1.5975700000000002,0.55,0.0,-0.02,1,自动驾驶,3.1872337121672185,0.6008526287209264,0.24402000000000001
20210929:15:09:57.699,3.3480000000000003,0.0248,1.7317200000000001,0.55,0.0,-0.02,1,自动驾驶,3.3111974572950893,0.5871462472339282,0.24304
20210929:15:09:57.756,3.4992,0.0111,1.8646200000000002,0.55,0.0,-0.02,1,自动驾驶,3.442811086732979,0.5703959696018162,0.10878000000000002
20210929:15:09:57.806,3.5928,0.0047,1.99232,0.55,0.0,-0.02,1,自动驾驶,3.5567398184884196,0.5463969662151982,0.046060000000000004
20210929:15:09:57.850,3.6324,-0.003,2.11642,0.55,0.0,-0.02,1,自动驾驶,3.6375962365215155,0.5102317380834992,-0.029400000000000003
20210929:15:09:57.901,3.69,-0.0105,2.2476599999999998,0.55,0.0,-0.02,1,自动驾驶,3.704699162516664,0.4697140702600769,-0.10290000000000002
20210929:15:09:57.955,3.8232,-0.0004,2.3664099999999997,0.55,0.0,-0.02,1,自动驾驶,3.795901096641697,0.4468805508836938,-0.003920000000000001
20210929:15:09:58.006,3.8484,-0.0002,2.48279,0.55,0.0,-0.02,1,自动驾驶,3.8586019385619026,0.41734208397825595,-0.0019600000000000004
20210929:15:09:58.048,3.8484,-0.0002,2.60111,0.55,0.0,-0.02,1,自动驾驶,3.8934671448315847,0.38196455709596044,-0.0019600000000000004
20210929:15:09:58.099,3.9528,0.0022,2.7156,0.55,0.0,-0.02,1,自动驾驶,3.9531828658196004,0.3599563865095754,0.021560000000000003
20210929:15:09:58.150,3.9924,0.0258,2.8192,0.55,0.0,-0.02,1,自动驾驶,4.0061799861459635,0.35042222033577386,0.25284
20210929:15:09:58.205,4.0284,0.0079,2.92595,0.55,0.0,-0.02,1,自动驾驶,4.04892365501008,0.3293198445584802,0.07742000000000002
20210929:15:09:58.254,4.1328,0.0179,3.0225400000000002,0.55,0.0,-0.02,1,自动驾驶,4.115789057405559,0.3236833593014892,0.17542
20210929:15:09:58.309,4.176,0.0054,3.11552,0.55,0.0,-0.01,1,自动驾驶,4.170871857370864,0.30833527533935556,0.05292000000000001
20210929:15:09:58.357,4.3344,0.0271,3.20412,0.55,0.0,0.0,1,自动驾驶,4.268952622645489,0.3200682393474744,0.26558
20210929:15:09:58.407,4.3524,0.0416,3.29023,0.55,0.0,0.01,1,自动驾驶,4.338178743754285,0.32851253418036896,0.40768
20210929:15:09:58.456,4.4712,0.0277,3.37373,0.55,0.0,0.02,1,自动驾驶,4.4260285743603545,0.33493504778403005,0.27146000000000003
20210929:15:09:58.507,4.4676,0.0183,3.4552199999999997,0.55,0.0,0.02,1,自动驾驶,4.476555870171257,0.32350835014439455,0.17934000000000003
20210929:15:09:58.556,4.5360000000000005,0.0233,3.53491,0.55,0.0,0.02,1,自动驾驶,4.533880747669851,0.3181831648948356,0.22834000000000002
20210929:15:09:58.599,4.6224,-0.0009,3.6126,0.55,0.0,0.02,1,自动驾驶,4.598868981772231,0.3034443544850358,-0.00882
20210929:15:09:58.650,4.6692,0.0139,3.68735,0.55,0.0,0.02,1,自动驾驶,4.657327313718537,0.29587195694558865,0.13622
20210929:15:09:58.699,4.7304,-0.011000000000000001,3.76651,0.55,0.0,0.02,1,自动驾驶,4.712606791807495,0.27521253138880947,-0.10780000000000002
20210929:15:09:58.750,4.8168,0.0115,3.8455699999999995,0.55,0.0,0.02,1,自动驾驶,4.781627877451651,0.27302966270791884,0.11270000000000001
20210929:15:09:58.800,4.8312,-0.0026,3.9241800000000002,0.55,0.0,0.02,1,自动驾驶,4.826578902925485,0.2558826512216184,-0.02548
20210929:15:09:58.853,4.8276,0.0096,3.9953,0.55,0.0,0.02,1,自动驾驶,4.852258978253696,0.24063913291504124,0.09408
20210929:15:09:58.908,4.842,-0.0041,4.06412,0.55,0.0,0.02,1,自动驾驶,4.870040820953096,0.21741487197941997,-0.04018000000000001
20210929:15:09:58.949,4.9968,0.0126,4.13828,0.55,0.0,0.02,1,自动驾驶,4.942847255236977,0.22351696958550005,0.12348
20210929:15:09:59.001,4.9968,0.0126,4.21096,0.55,0.0,0.02,1,自动驾驶,4.987104680017066,0.21955487688802044,0.12348
20210929:15:09:59.059,5.0688,-0.0068,4.276730000000001,0.55,0.0,0.02,1,自动驾驶,5.039307654799054,0.20860415004921992,-0.06664
20210929:15:09:59.107,5.2164,0.0181,4.34219,0.55,0.0,0.02,1,自动驾驶,5.132210149090987,0.22514344079102733,0.17738000000000004
20210929:15:09:59.151,5.2884,0.0148,4.41442,0.55,0.0,0.02,1,自动驾驶,5.217824360831643,0.23572758157088086,0.14504000000000003
20210929:15:09:59.201,5.2884,0.0148,4.47979,0.55,0.0,0.02,1,自动驾驶,5.2701856672212255,0.23420001660617623,0.14504000000000003
20210929:15:09:59.251,5.4396,0.0149,4.54897,0.55,0.0,0.02,1,自动驾驶,5.361949089969138,0.24584242048503097,0.14602
20210929:15:09:59.311,5.4648,-0.0048,4.61156,0.55,0.0,0.02,1,自动驾驶,5.425354728758419,0.2366647011125226,-0.04704
20210929:15:09:59.359,5.5512,0.0018,4.67415,0.55,0.0,0.02,1,自动驾驶,5.498045658569551,0.23498240778469762,0.01764
20210929:15:09:59.401,5.5872,0.0183,4.73525,0.55,0.0,0.02,2,自动驾驶,5.558269467061358,0.23793372420675346,0.17934000000000003
20210929:15:09:59.451,5.7528,0.0434,4.80056,0.55,0.0,0.03,2,自动驾驶,5.6645108767545596,0.2686694352060837,0.42532000000000003
20210929:15:09:59.508,5.8284,0.0389,4.85966,0.55,0.0,0.02,2,自动驾驶,5.760722725789212,0.2903384230221236,0.38122
20210929:15:09:59.557,5.7924,0.0226,4.9176,0.55,0.0,0.02,2,自动驾驶,5.803744340885468,0.2836650249960974,0.22148
20210929:15:09:59.599,5.7996,0.0324,4.97598,0.55,0.0,0.02,2,自动驾驶,5.83322029050794,0.2783612027504442,0.31752
20210929:15:09:59.650,5.8428,0.0074,5.04329,0.55,0.0,0.02,2,自动驾驶,5.864107303614407,0.2611727711559465,0.07252000000000002
20210929:15:09:59.706,5.8536,0.0684,5.13467,0.55,0.0,0.02,2,自动驾驶,5.894096793789063,0.2771928740086313,0.67032
20210929:15:09:59.756,6.3216,0.0705,5.23036,0.55,0.0,0.02,2,自动驾驶,6.1010651605310215,0.35065988233862316,0.6909
20210929:15:09:59.805,6.5556,0.0689,5.31695,0.55,0.0,0.02,2,自动驾驶,6.325476347359717,0.4208039353098971,0.67522
20210929:15:09:59.849,6.6636,0.1034,5.42874,0.55,0.0,0.02,2,自动驾驶,6.514823422335318,0.4894322965009784,1.0133200000000002
20210929:15:09:59.899,6.9588,0.1112,5.54291,0.55,0.0,0.02,2,自动驾驶,6.754032992039044,0.5707985331690018,1.08976
20210929:15:09:59.956,7.0848,0.11900000000000001,5.66368,0.55,0.0,0.02,2,自动驾驶,6.956680768907989,0.6350781778209523,1.1662000000000001
20210929:15:10:00.006,7.1388,0.1012,5.772959999999999,0.55,0.0,0.02,2,自动驾驶,7.1033290859393485,0.6645446498914845,0.9917600000000001
20210929:15:10:00.049,7.3764,0.1217,5.91978,0.55,0.0,0.03,2,自动驾驶,7.2920429043222645,0.715146601304061,1.19266
20210929:15:10:00.100,7.3512,0.1944,6.0701,0.55,0.0,0.02,2,自动驾驶,7.410345697809007,0.774581962060946,1.90512
20210929:15:10:00.156,7.6536,0.0898,6.21355,0.55,0.0,0.02,2,自动驾驶,7.592839055956878,0.7943047222212962,0.8800400000000002
20210929:15:10:00.206,7.848,0.0469,6.34335,0.55,0.0,0.02,2,自动驾驶,7.7757886450252345,0.7897602861514927,0.45962000000000003
20210929:15:10:00.257,8.2764,0.0546,6.47679,0.55,0.0,0.02,2,自动驾驶,8.05758492595369,0.8221909510767385,0.5350800000000001
20210929:15:10:00.307,8.6868,0.0336,6.61797,0.55,0.0,0.02,2,自动驾驶,8.390835383463104,0.8570262543161884,0.32928
20210929:15:10:00.353,8.7264,0.0372,6.7572399999999995,0.55,0.0,0.01,2,自动驾驶,8.610409658870669,0.8524717696053767,0.36456
20210929:15:10:00.399,8.9172,0.0321,6.907780000000001,0.55,0.0,0.0,2,自动驾驶,8.81731952259458,0.8416256547137261,0.31457999999999997
20210929:15:10:00.449,8.7732,0.1295,7.0514399999999995,0.55,0.0,-0.01,2,自动驾驶,8.896828065762719,0.8405537510961831,1.2691000000000001
20210929:15:10:00.506,8.6544,0.1446,7.181430000000001,0.55,0.0,-0.02,2,自动驾驶,8.899087058399862,0.8220354672172109,1.4170800000000001
20210929:15:10:00.556,8.622,0.0567,7.305,0.55,0.0,-0.02,2,自动驾驶,8.873158610457127,0.750823988325901,0.55566
20210929:15:10:00.608,8.7876,0.0628,7.422389999999999,0.55,0.0,-0.02,2,自动驾驶,8.918055731311183,0.7140166408332588,0.61544
20210929:15:10:00.656,9.0072,0.0175,7.54311,0.55,0.0,-0.02,2,自动驾驶,9.022896206441864,0.6775763010573432,0.17150000000000004
20210929:15:10:00.699,9.6228,0.0595,7.66423,0.55,0.0,-0.02,2,自动驾驶,9.334630111255073,0.7349422359032227,0.5831000000000001
20210929:15:10:00.749,9.3096,0.0863,7.78238,0.55,0.0,-0.02,2,自动驾驶,9.405620004106172,0.7206526425416734,0.84574
20210929:15:10:00.805,9.3096,0.0863,7.88928,0.55,0.0,-0.02,2,自动驾驶,9.446883102522204,0.6981951354704612,0.84574
20210929:15:10:00.856,9.2736,0.0487,7.99494,0.55,0.0,-0.02,2,自动驾驶,9.44975951317406,0.646173739636452,0.47726
20210929:15:10:00.901,9.1152,0.0925,8.137,0.55,0.0,-0.02,2,自动驾驶,9.389552112921077,0.6019231587110031,0.9065000000000001
20210929:15:10:00.949,9.666,0.0953,8.27557,0.55,0.0,-0.02,2,自动驾驶,9.569985371021769,0.6431491035305008,0.93394
20210929:15:10:00.999,9.6444,0.1229,8.3965,0.55,0.0,-0.02,2,自动驾驶,9.677420706919298,0.6700606383352351,1.20442
20210929:15:10:01.056,9.684,0.0622,8.51188,0.55,0.0,-0.02,2,自动驾驶,9.751540104451122,0.6515880208149112,0.60956
