ab_time,gps_speed,acceleration,vehicle_speed,throttle_percentage,brake_percentage,steering_angle,gear_location,drive_mode,speed_KF,acc_KF,accModfiy
20210929:14:56:59.180,0.036000000000000004,-0.0065,4.89e-07,0.0,0.5,0.09,0,人工驾驶,0.017654910907949416,-0.0248620932460381,-0.0637
20210929:14:56:59.229,0.0216,-0.0173,4.43e-07,0.0,0.5,0.09,0,人工驾驶,0.014431835464053093,-0.032093288459002105,-0.16954
20210929:14:56:59.281,0.0252,-0.0185,4e-07,0.0,0.5,0.09,0,人工驾驶,0.013090383865269733,-0.038517736465253825,-0.18130000000000002
20210929:14:56:59.334,0.0216,-0.0155,3.6200000000000004e-07,0.0,0.5,0.09,0,人工驾驶,0.010675577422798,-0.04302246667267122,-0.1519
20210929:14:56:59.382,0.0144,-0.0094,3.2799999999999997e-07,0.0,0.5,0.09,0,人工驾驶,0.0068003990142205826,-0.04434477632037505,-0.09212000000000001
20210929:14:56:59.429,0.0072,-0.0033,2.9699999999999997e-07,0.0,0.5,0.09,0,人工驾驶,0.002346118158542886,-0.04255142867779914,-0.03234
20210929:14:56:59.478,0.036000000000000004,0.0027,2.68e-07,0.0,0.5,0.09,0,人工驾驶,0.012219141740623175,-0.033144954693134096,0.026460000000000004
20210929:14:56:59.534,0.018000000000000002,0.0029,2.43e-07,0.0,0.5,0.09,0,人工驾驶,0.011851474665969043,-0.02805319175058817,0.02842
20210929:14:56:59.589,0.0432,-0.0045,2.2e-07,0.0,0.5,0.09,0,人工驾驶,0.021124638032247036,-0.02419455186060747,-0.0441
20210929:14:56:59.631,0.0144,-0.0111,1.99e-07,0.0,0.5,0.09,0,人工驾驶,0.014585027719548763,-0.0293806215061284,-0.10878000000000002
20210929:14:56:59.679,0.036000000000000004,-0.0156,1.8e-07,0.0,0.5,0.09,0,人工驾驶,0.018170659114847443,-0.03298852930529026,-0.15288000000000002
20210929:14:57:16.431,0.0432,-0.0124,0.0,0.5,0.0,0.0,0,人工驾驶,0.023323490438982457,-0.03402089304916975,-0.12152
20210929:14:57:16.468,0.036000000000000004,-0.0065,0.0,0.5,0.0,0.0,0,人工驾驶,0.02428489215965544,-0.033260578303928506,-0.0637
20210929:14:57:16.517,0.0144,-0.0124,0.0,0.5,0.0,0.09,0,自动驾驶,0.01544840396671847,-0.038859236287016416,-0.12152
20210929:14:57:16.566,0.0144,-0.0077,0.0,0.5,0.0,0.07,0,自动驾驶,0.010296741278040512,-0.04018708294878402,-0.07546000000000001
20210929:14:57:16.617,0.0144,-0.012,0.0,0.5,0.0,0.04,0,自动驾驶,0.006465279238254844,-0.043158492928332,-0.11760000000000001
20210929:14:57:16.668,0.0108,-0.0067,0.0,0.5,0.0,0.02,0,自动驾驶,0.0032084015709389568,-0.04286465192602383,-0.06566000000000001
20210929:14:57:16.718,0.0216,-0.0096,0.0,0.5,0.0,0.02,0,自动驾驶,0.005185423343578413,-0.04238519275379183,-0.09408
20210929:14:57:16.767,0.0144,-0.0063,0.0,0.5,0.0,0.02,0,自动驾驶,0.0040097759668746916,-0.041286992595885905,-0.06174
20210929:14:57:16.815,0.0252,-0.0066,0.0,0.5,0.0,0.02,0,自动驾驶,0.007683343663329539,-0.03887365970910542,-0.06468
20210929:14:57:16.865,0.036000000000000004,-0.0041,0.0,0.5,0.0,0.02,0,自动驾驶,0.014790749001038103,-0.034308010202146196,-0.04018000000000001
20210929:14:57:16.917,0.0036,-0.0039,0.0,0.5,0.0,0.02,0,自动驾驶,0.006552236207004909,-0.03519256670924288,-0.038220000000000004
20210929:14:57:16.971,0.054000000000000006,-0.0134,0.0,0.5,0.0,0.02,0,自动驾驶,0.02032216469763682,-0.03366433197558638,-0.13132000000000002
20210929:14:57:17.017,0.018000000000000002,-0.0187,0.0,0.5,0.0,0.02,0,自动驾驶,0.013569873865116319,-0.041794355046107824,-0.18326000000000003
20210929:14:57:17.066,0.0648,-0.0003,0.0,0.5,0.0,0.02,0,自动驾驶,0.030113293645826465,-0.03183388124141409,-0.00294
20210929:14:57:17.118,0.0144,-0.0045,0.0,0.5,0.0,0.02,0,自动驾驶,0.020211062521539706,-0.03385276272822567,-0.0441
20210929:14:57:17.166,0.0396,-0.0133,0.0,0.5,0.0,0.02,0,自动驾驶,0.02289834033760266,-0.03606443157234546,-0.13034
20210929:14:57:17.216,0.0216,-0.0072,0.0,0.5,0.0,0.02,0,自动驾驶,0.017979363941889728,-0.0373699148949697,-0.07056
20210929:14:57:17.266,0.0612,0.0025,0.0,0.5,0.0,0.02,0,自动驾驶,0.03213382473267569,-0.027240320127003476,0.0245
20210929:14:57:17.317,0.018000000000000002,-0.0007,0.0,0.5,0.0,0.02,0,自动驾驶,0.023836825199087683,-0.027278878822317398,-0.006860000000000001
20210929:14:57:17.369,0.0648,-0.0298,0.0,0.5,0.0,0.02,1,自动驾驶,0.03340212635278925,-0.03650839935111034,-0.29204
20210929:14:57:17.420,0.0648,-0.011000000000000001,0.0,0.5,0.0,0.02,1,自动驾驶,0.040973960715130375,-0.03562701704820919,-0.10780000000000002
20210929:14:57:17.466,0.0432,-0.0266,0.0,0.5,0.0,0.02,1,自动驾驶,0.034725345006373566,-0.04746149138703574,-0.26068
20210929:14:57:17.516,0.036000000000000004,0.013000000000000001,0.0,0.5,0.0,0.02,1,自动驾驶,0.032665805744698226,-0.03609399170937856,0.1274
20210929:14:57:17.568,0.0684,-0.0225,0.0,0.5,0.0,0.02,1,自动驾驶,0.04036267362841749,-0.04117131420599223,-0.2205
20210929:14:57:17.618,0.0576,-0.0009,0.0,0.5,0.0,0.02,1,自动驾驶,0.0432829083209874,-0.03606766235289209,-0.00882
20210929:14:57:17.667,0.0576,-0.0042,0.0,0.5,0.0,0.02,1,自动驾驶,0.045038913388251764,-0.033626391474498196,-0.04116
20210929:14:57:17.716,0.0576,0.0057,0.0,0.5,0.0,0.02,1,自动驾驶,0.04773927819299118,-0.02602307509871816,0.05586000000000001
20210929:14:57:17.766,0.0504,-0.0041,0.0,0.5,0.0,0.02,1,自动驾驶,0.04578568857018915,-0.025873678902341643,-0.04018000000000001
20210929:14:57:17.818,0.0792,-0.0196,0.0,0.5,0.0,0.02,1,自动驾驶,0.053924736940047985,-0.030448798378053022,-0.19208
20210929:14:57:17.867,0.0468,-0.0153,0.0,0.5,0.0,0.02,1,自动驾驶,0.046039176484195844,-0.037551118576905795,-0.14994000000000002
20210929:14:57:17.915,0.0504,-0.0249,0.0,0.5,0.0,0.02,1,自动驾驶,0.04070829405393342,-0.04798852428689545,-0.24402000000000001
20210929:14:57:17.965,0.036000000000000004,-0.0099,0.0,0.5,0.0,0.02,1,自动驾驶,0.03292504492585427,-0.05029777512716591,-0.09702000000000001
20210929:14:57:18.017,0.0216,-0.0128,0.0,0.5,0.0,0.02,1,自动驾驶,0.021864203784615444,-0.054926730343558834,-0.12544000000000002
20210929:14:57:18.071,0.0324,0.004,0.0,0.5,0.0,0.02,1,自动驾驶,0.021521777747263715,-0.04681828387441499,0.039200000000000006
20210929:14:57:18.116,0.054000000000000006,-0.0061,0.0,0.5,0.0,0.02,1,自动驾驶,0.02926507246458708,-0.04218948863991317,-0.05978000000000001
20210929:14:57:18.167,0.0468,0.002,0.0,0.5,0.0,0.02,1,自动驾驶,0.03262482469801635,-0.035326120065910446,0.019600000000000003
20210929:14:57:18.220,0.0792,-0.0059,0.0,0.5,0.0,0.02,1,自动驾驶,0.04710805570684561,-0.029665902595743632,-0.05782
20210929:14:57:18.267,0.0792,-0.0139,0.0,0.5,0.0,0.02,1,自动驾驶,0.055180903866737754,-0.03088734475627723,-0.13622
20210929:14:57:18.321,0.1152,-0.011000000000000001,0.0,0.5,0.0,0.02,1,自动驾驶,0.07472469923012875,-0.02670148827242829,-0.10780000000000002
20210929:14:57:18.368,0.1152,-0.0206,0.0,0.5,0.0,0.02,1,自动驾驶,0.08546717517081444,-0.03084614142656538,-0.20188
20210929:14:57:18.417,0.1188,-0.0116,0.0,0.5,0.0,0.02,1,自动驾驶,0.09425568867507222,-0.03050959231965327,-0.11368
20210929:14:57:18.466,0.0972,-0.0098,0.0,0.5,0.0,0.02,1,自动驾驶,0.09117971840590086,-0.03317744779172325,-0.09604
20210929:14:57:18.516,0.0936,-0.003,0.0,0.5,0.0,0.02,1,自动驾驶,0.08861947530687589,-0.031856852757688625,-0.029400000000000003
20210929:14:57:18.568,0.0972,0.0029,0.0,0.5,0.0,0.02,1,自动驾驶,0.08949182346916565,-0.026501863254135585,0.02842
20210929:14:57:18.617,0.1116,-0.0037,0.0,0.5,0.0,0.02,1,自动驾驶,0.09532883306535743,-0.023531866112377217,-0.03626000000000001
20210929:14:57:18.665,0.0324,-0.0078,0.0,0.5,0.0,0.02,1,自动驾驶,0.06684519193612473,-0.034294371733463926,-0.07644000000000001
20210929:14:57:18.715,0.0828,-0.0218,0.0,0.5,0.0,0.02,1,自动驾驶,0.06689968508644742,-0.041722030883862296,-0.21364000000000002
20210929:14:57:18.767,0.07200000000000001,-0.0112,0.0,0.5,0.0,0.02,1,自动驾驶,0.06343829292815972,-0.04398582052877657,-0.10976000000000001
20210929:14:57:18.817,0.0648,-0.0115,0.0,0.5,0.0,0.02,1,自动驾驶,0.058227250128530424,-0.04672635471832304,-0.11270000000000001
20210929:14:57:18.867,0.0432,-0.0044,0.0,0.5,0.0,0.02,1,自动驾驶,0.04722297547826491,-0.047388057993599395,-0.043120000000000006
20210929:14:57:18.917,0.0468,-0.0084,0.0,0.5,0.0,0.02,1,自动驾驶,0.041424663937332164,-0.048335783602505324,-0.08232
20210929:14:57:18.967,0.018000000000000002,-0.0008,0.0,0.5,0.0,0.02,1,自动驾驶,0.027427440238744535,-0.04793706199288287,-0.007840000000000001
20210929:14:57:19.016,0.0468,-0.004,0.0,0.5,0.0,0.02,1,自动驾驶,0.030125593450458513,-0.043753640271476636,-0.039200000000000006
20210929:14:57:19.066,0.0432,0.0027,0.0,0.5,0.0,0.02,1,自动驾驶,0.03165560540211534,-0.03695398645130231,0.026460000000000004
20210929:14:57:19.118,0.054000000000000006,-0.0142,0.0,0.5,0.0,0.02,1,自动驾驶,0.035106331106530525,-0.03903346272240695,-0.13916
20210929:14:57:19.170,0.0288,-0.0079,0.0,0.5,0.0,0.02,1,自动驾驶,0.027806834719482035,-0.041151095702089024,-0.07742000000000002
20210929:14:57:19.215,0.0432,-0.0221,0.0,0.5,0.0,0.02,1,自动驾驶,0.02695338321408618,-0.04826464579046552,-0.21658000000000002
20210929:14:57:19.265,0.0648,-0.0043,0.0,0.5,0.0,0.02,1,自动驾驶,0.03696663517323714,-0.0417961786946921,-0.042140000000000004
20210929:14:57:19.319,0.0612,-0.0105,0.0,0.5,0.0,0.02,1,自动驾驶,0.04125087490540112,-0.04114414558716022,-0.10290000000000002
20210929:14:57:19.369,0.0504,0.0049,0.0,0.5,0.0,0.02,1,自动驾驶,0.04176993049225932,-0.03382996200928974,0.04802
20210929:14:57:19.416,0.0972,-0.0064,0.0,0.5,0.0,0.02,1,自动驾驶,0.05986273784212829,-0.027410042250253557,-0.06272000000000001
20210929:14:57:19.466,0.07200000000000001,-0.0001,0.0,0.5,0.0,0.02,1,自动驾驶,0.06214296564013882,-0.023643410150722285,-0.0009800000000000002
20210929:14:57:19.515,0.07200000000000001,-0.0143,0.0,0.5,0.0,0.02,1,自动驾驶,0.0618280817758184,-0.028502401474517738,-0.14014000000000001
20210929:14:57:19.567,0.09,-0.0039,0.0,0.5,0.0,0.02,1,自动驾驶,0.06987479530641796,-0.024685851049499313,-0.038220000000000004
20210929:14:57:19.617,0.1188,-0.0057,0.0,0.5,0.0,0.02,1,自动驾驶,0.08632023634264131,-0.019468738453515776,-0.05586000000000001
20210929:14:57:19.667,0.036000000000000004,-0.0124,0.0,0.5,0.0,0.02,1,自动驾驶,0.0625996431075542,-0.03150246138241929,-0.12152
20210929:14:57:19.717,0.0648,-0.0157,0.0,0.5,0.0,0.02,1,自动驾驶,0.058287926187687536,-0.03751954522298912,-0.15386
20210929:14:57:19.766,0.0252,-0.0128,0.0,0.5,0.0,0.01,1,自动驾驶,0.03971635602936396,-0.04604724960625233,-0.12544000000000002
20210929:14:57:19.816,0.0576,0.0068,0.0,0.5,0.0,0.01,1,自动驾驶,0.04354316415412238,-0.036113559897897954,0.06664
20210929:14:57:19.867,0.0396,-0.0017,0.0,0.5,0.0,0.01,1,自动驾驶,0.0383499664878145,-0.03465637629083341,-0.01666
20210929:14:57:19.918,0.0432,-0.0106,0.0,0.5,0.0,0.01,1,自动驾驶,0.03553429261476916,-0.03718852853987636,-0.10388000000000001
20210929:14:57:19.968,0.0864,-0.0174,0.0,0.5,0.0,0.01,1,自动驾驶,0.049911620149699784,-0.03730796134574606,-0.17052
20210929:14:57:20.017,0.0576,-0.0028,0.0,0.5,0.0,0.01,1,自动驾驶,0.04910127401803355,-0.034846330581099184,-0.027440000000000003
20210929:14:57:20.069,0.10800000000000001,0.0294,0.0,0.5,0.0,0.01,1,自动驾驶,0.07361666616745151,-0.007669051872113582,0.28812
20210929:14:57:20.115,0.1404,0.0417,0.0,0.5,0.0,0.01,1,自动驾驶,0.10558610638408485,0.02528201503049882,0.40866
20210929:14:57:20.165,0.2808,0.0573,0.0,0.5,0.0,0.01,1,自动驾驶,0.18623494188411804,0.07861498752502848,0.56154
20210929:14:57:20.217,0.3744,0.0733,0.0,0.5,0.0,0.01,1,自动驾驶,0.2793369966037642,0.13835117698098862,0.7183400000000001
20210929:14:57:20.268,0.43200000000000005,0.0579,0.0,0.5,0.0,0.01,1,自动驾驶,0.3616117413874449,0.17986851116367097,0.56742
20210929:14:57:20.316,0.5724,0.0536,0.0,0.5,0.0,0.01,1,自动驾驶,0.47039458608511214,0.22322135040008487,0.5252800000000001
20210929:14:57:20.366,0.7596,0.0707,0.0,0.5,0.0,-0.01,1,自动驾驶,0.6170393322684442,0.2830133989739299,0.69286
20210929:14:57:20.420,1.0296,0.0782,0.0,0.5,0.0,-0.03,1,自动驾驶,0.8196784296397344,0.35839230030708924,0.7663600000000002
20210929:14:57:20.470,1.1016,0.0918,0.0,0.5,0.0,-0.02,1,自动驾驶,0.979056827041438,0.4181564014226752,0.8996400000000001
20210929:14:57:20.520,1.3248,0.0862,0.0,0.5,0.0,-0.02,1,自动驾驶,1.16873928225055,0.47828721586651446,0.8447600000000001
20210929:14:57:20.571,1.3464,0.0559,0.0,0.5,0.0,-0.03,1,自动驾驶,1.2924706761129632,0.49432833356657047,0.54782
20210929:14:57:20.621,1.4904,0.0666,0.12930999999999998,0.5,0.0,-0.02,1,自动驾驶,1.4273398356427107,0.517772307332051,0.6526800000000001
20210929:14:57:20.666,1.71,0.068,0.256353,0.5,0.0,-0.02,1,自动驾驶,1.5984869869134084,0.5512365870944655,0.6664000000000001
20210929:14:57:20.715,1.8,0.0799,0.379857,0.5,0.0,-0.03,1,自动驾驶,1.742009820398584,0.578037202757224,0.78302
20210929:14:57:20.772,2.016,0.0861,0.506476,0.5,0.0,-0.02,1,自动驾驶,1.9179111155727298,0.6156858208679469,0.84378
20210929:14:57:20.817,2.1636,0.0821,0.6325689999999999,0.5,0.0,-0.02,1,自动驾驶,2.085435999960116,0.6442957202814468,0.8045800000000001
20210929:14:57:20.866,2.3040000000000003,0.0967,0.7596729999999999,0.5,0.0,-0.02,1,自动驾驶,2.2468763019966604,0.6752610091328681,0.9476600000000001
20210929:14:57:20.917,2.4732,0.0824,0.889178,0.5,0.0,-0.02,1,自动驾驶,2.4122626085086796,0.6966527832355437,0.80752
20210929:14:57:20.968,2.61,0.0815,1.01937,0.5,0.0,-0.02,1,自动驾驶,2.5680845806589288,0.7120406256133704,0.7987000000000001
20210929:14:57:21.016,2.79,0.0748,1.15055,0.5,0.0,-0.02,1,自动驾驶,2.7340534247936468,0.7255711394214555,0.7330400000000001
20210929:14:57:21.067,2.7756,0.0526,1.28226,0.5,0.0,-0.02,1,自动驾驶,2.825966185351124,0.7017598789652266,0.51548
20210929:14:57:21.116,2.9376,0.0518,1.41445,0.5,0.0,-0.02,1,自动驾驶,2.943571977428098,0.688643132255066,0.50764
20210929:14:57:21.165,3.096,0.0559,1.5470700000000002,0.5,0.0,-0.02,1,自动驾驶,3.076855984835567,0.6842693085819345,0.54782
20210929:14:57:21.217,3.1572,0.0606,1.6789599999999998,0.5,0.0,-0.02,1,自动驾驶,3.1815751266363477,0.6734322113312259,0.5938800000000001
20210929:14:57:21.269,3.3156,0.0657,1.8098299999999998,0.5,0.0,-0.02,1,自动驾驶,3.307482677693427,0.6734110643247189,0.64386
20210929:14:57:21.315,3.3156,0.0758,1.9367900000000002,0.5,0.0,-0.02,1,自动驾驶,3.384479001284352,0.6625491535066497,0.7428400000000002
20210929:14:57:21.365,3.4704,0.0605,2.0606,0.5,0.0,-0.02,1,自动驾驶,3.489385952511474,0.6541540353755729,0.5929
20210929:14:57:21.421,3.528,0.0559,2.17968,0.5,0.0,-0.02,1,自动驾驶,3.573929353917526,0.6376263081736275,0.54782
20210929:14:57:21.468,3.6252,0.0366,2.29487,0.5,0.0,-0.02,1,自动驾驶,3.6592255529443567,0.6132052373246251,0.35868000000000005
20210929:14:57:21.516,3.6612,0.0164,2.40765,0.5,0.0,-0.02,1,自动驾驶,3.719630484269676,0.5728823405670682,0.16072000000000003
20210929:14:57:21.566,3.7764,-0.0027,2.51862,0.5,0.0,-0.01,1,自动驾驶,3.795447966146306,0.532251068787508,-0.026460000000000004
20210929:14:57:21.618,3.8339999999999996,0.0029,2.62758,0.5,0.0,-0.01,1,自动驾驶,3.8609874625097143,0.495691129605231,0.02842
20210929:14:57:21.668,3.9636,-0.0044,2.7336099999999997,0.5,0.0,-0.01,1,自动驾驶,3.9476875851101547,0.4663989279352351,-0.043120000000000006
20210929:14:57:21.719,3.906,0.0363,2.83661,0.5,0.0,0.0,1,自动驾驶,3.9797719106084433,0.44351020401874447,0.35574
20210929:14:57:21.767,4.0356,0.0248,2.93724,0.5,0.0,0.0,1,自动驾驶,4.047072064077728,0.42880255645544346,0.24304
20210929:14:57:21.816,4.0824,0.0742,3.03574,0.5,0.0,0.0,1,自动驾驶,4.1118788272847135,0.44049612349259637,0.72716
20210929:14:57:21.869,4.1436,0.0383,3.13192,0.5,0.0,0.0,1,自动驾驶,4.171190546169443,0.43048980342607707,0.37534
20210929:14:57:21.917,4.2228,0.0477,3.2263900000000003,0.5,0.0,0.0,1,自动驾驶,4.23886914800584,0.4292194294014009,0.46746000000000004
20210929:14:57:21.965,4.4208,0.0546,3.31744,0.5,0.0,0.0,1,自动驾驶,4.359539815743316,0.4490760171067182,0.5350800000000001
20210929:14:57:22.017,4.4208,-0.0044,3.4072699999999996,0.5,0.0,0.0,1,自动驾驶,4.425347881744978,0.41813844405647305,-0.043120000000000006
20210929:14:57:22.071,4.6044,0.0191,3.4956099999999997,0.5,0.0,0.0,1,自动驾驶,4.53874516462744,0.41846797104967354,0.18718
20210929:14:57:22.122,4.6872,0.0122,3.58149,0.5,0.0,0.0,1,自动驾驶,4.638947082845008,0.4108526977591632,0.11956000000000001
20210929:14:57:22.168,4.6188,0.0081,3.6666300000000005,0.5,0.0,0.0,1,自动驾驶,4.670418124284554,0.3793832992990383,0.07938
20210929:14:57:22.216,4.842,0.0363,3.74925,0.5,0.0,0.0,1,自动驾驶,4.779673278628264,0.391595426434659,0.35574
20210929:14:57:22.267,4.7304,0.0145,3.82996,0.5,0.0,0.0,1,自动驾驶,4.798614089994314,0.3614781674419563,0.1421
20210929:14:57:22.322,4.662,0.0137,3.91004,0.5,0.0,0.0,1,自动驾驶,4.779695840679569,0.32187890676666875,0.13426000000000002
20210929:14:57:22.368,4.7952,0.0526,3.98697,0.5,0.0,0.0,1,自动驾驶,4.823493551997452,0.3274594725253901,0.51548
20210929:14:57:22.415,4.914,0.0417,4.06401,0.5,0.0,0.0,1,自动驾驶,4.896247513303087,0.3362871438866466,0.40866
20210929:14:57:22.465,4.9896,0.0846,4.1393,0.5,0.0,0.0,1,自动驾驶,4.977111789293708,0.36900006533674484,0.82908
20210929:14:57:22.517,5.1624,0.0927,4.213369999999999,0.5,0.0,0.0,1,自动驾驶,5.098961361820657,0.4157107067186039,0.9084600000000002
20210929:14:57:22.567,5.2992,0.0847,4.28634,0.5,0.0,0.01,1,自动驾驶,5.230006070768644,0.4560710402526441,0.83006
20210929:14:57:22.616,5.1912,0.0353,4.35794,0.5,0.0,0.02,1,自动驾驶,5.2621350676541025,0.43383573667263525,0.34594
20210929:14:57:22.667,5.3856,0.0762,4.42719,0.5,0.0,0.02,1,自动驾驶,5.362948772809745,0.45783263850981487,0.7467600000000001
20210929:14:57:22.716,5.507999999999999,-0.0187,4.4972900000000005,0.5,0.0,0.03,1,自动驾驶,5.4610375163049465,0.42911878666052183,-0.18326000000000003
20210929:14:57:22.767,5.5512,0.0349,4.5648,0.5,0.0,0.02,1,自动驾驶,5.54217306425473,0.4257973709100388,0.34202000000000005
20210929:14:57:22.817,5.6160000000000005,-0.0311,4.6363,0.5,0.0,0.02,1,自动驾驶,5.607007113507801,0.38332407355580467,-0.30478
20210929:14:57:22.866,5.5188,0.0042,4.70805,0.5,0.0,0.02,1,自动驾驶,5.608127931060993,0.3429453257679153,0.04116
20210929:14:57:22.916,5.5116,-0.0094,4.77893,0.5,0.0,0.02,1,自动驾驶,5.600201107035806,0.29707434507549607,-0.09212000000000001
20210929:14:57:22.968,5.3928,0.0016,4.846030000000001,0.5,0.0,0.02,2,自动驾驶,5.545223255098452,0.24657362987885734,0.015680000000000003
20210929:14:57:23.018,5.5008,0.0272,4.909730000000001,0.5,0.0,0.02,2,自动驾驶,5.55438068502011,0.23605454469414458,0.26656
20210929:14:57:23.066,5.5224,0.0512,4.96885,0.5,0.0,0.02,2,自动驾驶,5.570971417826347,0.2415802692309764,0.5017600000000001
20210929:14:57:23.116,5.5188,0.0448,5.02086,0.5,0.0,0.03,2,自动驾驶,5.579085781434182,0.24038882767313696,0.43904000000000004
20210929:14:57:23.168,5.6052,0.0493,5.0735,0.5,0.0,0.03,2,自动驾驶,5.61904400450352,0.2521239661431066,0.48314
20210929:14:57:23.218,5.832000000000001,0.1166,5.15606,0.5,0.0,0.02,2,自动驾驶,5.74446954891173,0.3254691064333354,1.1426800000000001
20210929:14:57:23.266,6.192,0.084,5.23969,0.5,0.0,0.01,2,自动驾驶,5.96589071989092,0.40526837146878136,0.8232000000000002
20210929:14:57:23.316,6.5664,0.1402,5.3239,0.5,0.0,-0.02,2,自动驾驶,6.264001377372278,0.5304257797739766,1.37396
20210929:14:57:23.366,6.768,0.1654,5.4175699999999996,0.5,0.0,-0.02,2,自动驾驶,6.538811916706343,0.6469586324115365,1.6209200000000001
20210929:14:57:23.418,7.0632,0.1263,5.53428,0.5,0.0,-0.03,2,自动驾驶,6.827056687034064,0.7346159834503859,1.23774
20210929:14:57:23.467,7.0884,0.1848,5.65736,0.5,0.0,-0.03,2,自动驾驶,7.026666140836189,0.8136181334671779,1.81104
20210929:14:57:23.518,7.1568,0.1842,5.78768,0.5,0.0,-0.02,2,自动驾驶,7.181090254332148,0.8686162251128291,1.80516
20210929:14:57:23.568,7.3296,0.1483,5.92009,0.5,0.0,-0.02,2,自动驾驶,7.342855321614282,0.9012833486789436,1.45334
20210929:14:57:23.615,7.56,0.0967,6.05886,0.5,0.0,-0.02,2,自动驾驶,7.527727145957315,0.9111727558946439,0.9476600000000001
20210929:14:57:23.666,8.0748,0.1454,6.22494,0.5,0.0,-0.01,2,自动驾驶,7.852455773803562,0.9911217373513455,1.4249200000000002
20210929:14:57:23.718,8.4096,0.1137,6.39119,0.5,0.0,0.0,2,自动驾驶,8.184135918239228,1.0479922810753426,1.11426
20210929:14:57:23.768,8.5464,0.1772,6.555,0.5,0.0,0.01,2,自动驾驶,8.452284560240157,1.1104921660262863,1.73656
20210929:14:57:23.818,8.7012,0.10300000000000001,6.71475,0.5,0.0,0.03,2,自动驾驶,8.670303155021678,1.111109308448274,1.0094
20210929:14:57:23.867,8.7948,0.1025,6.86637,0.5,0.0,0.02,2,自动驾驶,8.838546634644244,1.095042881212701,1.0045
20210929:14:57:23.916,8.802,0.07200000000000001,7.013960000000001,0.5,0.0,0.03,2,自动驾驶,8.936509829258616,1.04189258766645,0.7056000000000001
20210929:14:57:23.969,8.6004,-0.0102,7.159039999999999,0.5,0.0,0.02,2,自动驾驶,8.897920062539121,0.9072698334288689,-0.09996000000000002
20210929:14:57:24.018,9.1332,0.0498,7.30629,0.5,0.0,0.02,2,自动驾驶,9.083883256100142,0.8925680706235273,0.48804000000000003
20210929:14:57:24.066,9.468,0.0302,7.44994,0.5,0.0,0.02,2,自动驾驶,9.325191919806084,0.8875518301601206,0.29596000000000006
20210929:14:57:24.116,9.4536,0.0323,7.597389999999999,0.5,0.0,0.02,2,自动驾驶,9.464062635393576,0.850524280179806,0.31654000000000004
20210929:14:57:24.170,9.3024,0.121,7.7453,0.5,0.0,0.02,2,自动驾驶,9.496172868053778,0.8284810259537638,1.1858
20210929:14:57:24.218,9.0648,0.0522,7.88472,0.5,0.0,0.01,2,自动驾驶,9.408495028388273,0.7339279859141248,0.51156
20210929:14:57:24.266,9.1656,0.0774,8.01682,0.5,0.0,-0.01,2,自动驾驶,9.390979952205626,0.6860626728486567,0.75852
20210929:14:57:24.317,9.3744,0.1049,8.163860000000001,0.5,0.0,-0.02,2,自动驾驶,9.463450204540226,0.6873615803121833,1.02802
20210929:14:57:24.368,9.9396,0.0194,8.30433,0.5,0.0,-0.03,2,自动驾驶,9.7208562173568,0.705021016472264,0.19012
20210929:14:57:24.418,10.1232,0.0809,8.442969999999999,0.5,0.0,-0.02,2,自动驾驶,9.959205817061207,0.7462790300481298,0.7928200000000001
20210929:14:57:24.469,10.1448,0.1214,8.57845,0.5,0.0,-0.02,2,自动驾驶,10.120523299434169,0.7785715931640955,1.18972
20210929:14:57:24.516,10.0692,0.1371,8.70847,0.5,0.0,-0.03,2,自动驾驶,10.192351395769236,0.785970630484223,1.34358
20210929:14:57:24.566,10.0692,0.1182,8.8291,0.5,0.0,-0.01,2,自动驾驶,10.233434475473134,0.7726544070909327,1.15836
20210929:14:57:24.618,10.3644,-0.0158,8.94122,0.5,0.0,-0.01,2,自动驾驶,10.355705339131822,0.7181368345302008,-0.15484000000000003
20210929:14:57:24.669,10.3932,-0.0376,9.04565,0.5,0.0,0.0,2,自动驾驶,10.43237742992777,0.6434547977318732,-0.36848000000000003
20210929:14:57:24.716,10.4904,-0.0238,9.1487,0.5,0.0,0.01,2,自动驾驶,10.51226291172579,0.5853349650658096,-0.23324000000000003
20210929:14:57:24.766,10.4652,0.0859,9.25346,0.5,0.0,0.03,2,自动驾驶,10.560412185045232,0.5800848191126319,0.8418200000000001
20210929:14:57:24.819,10.5012,0.0714,9.36015,0.5,0.0,0.03,2,自动驾驶,10.601134195384448,0.5654755664030159,0.6997200000000001
20210929:14:57:24.871,10.5228,0.059000000000000004,9.46672,0.5,0.0,0.03,2,自动驾驶,10.631067123299475,0.5425376376914768,0.5782
20210929:14:57:24.916,10.854000000000001,0.0325,9.56612,0.5,0.0,0.02,2,自动驾驶,10.775551927887856,0.5460900694646381,0.31850000000000006
20210929:14:57:24.966,10.7388,0.0884,9.65756,0.5,0.0,0.02,3,自动驾驶,10.824518380443577,0.5467969598934833,0.8663200000000001
20210929:14:57:25.016,10.458,-0.0161,9.7403,0.5,0.0,0.02,3,自动驾驶,10.726686006278806,0.4450898390014211,-0.15778
20210929:14:57:25.068,10.44,-0.0243,9.81368,0.5,0.0,0.01,3,自动驾驶,10.650109362718768,0.35751040733245953,-0.23814
